"","Pair","Site_ID1","Site_ID2","DistMetersEuclid","DistMetersWater","BioRealm","HydroBasin","Country","Ratio"
"1","S11928.S10038","S11928","S10038",2972.61629903607,2865.789402,"Palearctic",2080029400,"FIN",1.03727660412224
"2","S1193.S1177","S1193","S1177",1577.25450758905,1325.319116,"Palearctic",2080033080,"SWE",1.19009413547843
"3","S12317.S11924","S12317","S11924",1133.42158635643,1132.342726,"Palearctic",2080029400,"FIN",1.0009527683904
"4","S10038.S11928","S10038","S11928",2972.61629903607,2865.789402,"Palearctic",2080029400,"FIN",1.03727660412224
"5","S1177.S1193","S1177","S1193",1577.25450758905,1325.319116,"Palearctic",2080033080,"SWE",1.19009413547843
"6","S1215.S1213","S1215","S1213",736.148384488424,704.9940331,"Palearctic",2080033020,"SWE",1.04419094336364
"7","S1213.S1215","S1213","S1215",736.148384488424,704.9940331,"Palearctic",2080033020,"SWE",1.04419094336364
"8","S12306.S12298","S12306","S12298",575.721247872929,544.8311946,"Palearctic",2080029400,"FIN",1.05669655772116
"9","S12298.S12306","S12298","S12306",575.721247872929,544.8311946,"Palearctic",2080029400,"FIN",1.05669655772116
"10","S11924.S12317","S11924","S12317",1133.42158635643,1132.342726,"Palearctic",2080029400,"FIN",1.0009527683904
"11","S1416.S1414","S1416","S1414",79.8766306078361,40.11968557,"Palearctic",2080033090,"SWE",1.99095854000324
"12","S1414.S1416","S1414","S1416",79.8766306078361,40.11968557,"Palearctic",2080033090,"SWE",1.99095854000324
"13","S1598.S1587","S1598","S1587",638.873812890693,484.3865643,"Palearctic",2080032600,"SWE",1.3189338020016
"14","S1619.S1587","S1619","S1587",1252.68291362238,838.393486,"Palearctic",2080032600,"SWE",1.49414676347137
"15","S1599.S1593","S1599","S1593",214.927272370013,101.2796318,"Palearctic",2080032230,"SWE",2.12211743417903
"16","S1587.S1598","S1587","S1598",638.873812890693,484.3865643,"Palearctic",2080032600,"SWE",1.3189338020016
"17","S1619.S1598","S1619","S1598",624.445737808566,354.0069218,"Palearctic",2080032600,"SWE",1.76393652031853
"18","S1593.S1599","S1593","S1599",214.927272370013,101.2796318,"Palearctic",2080032230,"SWE",2.12211743417903
"19","S1587.S1619","S1587","S1619",1252.68291362238,838.393486,"Palearctic",2080032600,"SWE",1.49414676347137
"20","S1598.S1619","S1598","S1619",624.445737808566,354.0069218,"Palearctic",2080032600,"SWE",1.76393652031853
"21","S1761.S1750","S1761","S1750",707.027130665038,391.573741,"Palearctic",2080033120,"SWE",1.80560404499912
"22","S1750.S1761","S1750","S1761",707.027130665038,391.573741,"Palearctic",2080033120,"SWE",1.80560404499912
"23","S1800.S1798","S1800","S1798",412.468340527277,148.4238496,"Palearctic",2080032230,"SWE",2.77898964107771
"24","S1798.S1800","S1798","S1800",412.468340527277,148.4238496,"Palearctic",2080032230,"SWE",2.77898964107771
"25","S2163.S2162","S2163","S2162",1792.7394205694,1782.958176,"Palearctic",2080033120,"SWE",1.0054859641135
"26","S2162.S2163","S2162","S2163",1792.7394205694,1782.958176,"Palearctic",2080033120,"SWE",1.0054859641135
"27","S2201.S2168","S2201","S2168",2591.46949673155,1972.688675,"Palearctic",2080033190,"SWE",1.31367383489012
"28","S2168.S2201","S2168","S2201",2591.46949673155,1972.688675,"Palearctic",2080033190,"SWE",1.31367383489012
"29","S2355.S2329","S2355","S2329",1216.64625739427,0,"Palearctic",2080033010,"SWE",Inf
"30","S2329.S2355","S2329","S2355",1216.64625739427,0,"Palearctic",2080033010,"SWE",Inf
"31","S2380.S2376","S2380","S2376",250.472075745859,195.766786,"Palearctic",2080033010,"SWE",1.27944111901525
"32","S2376.S2380","S2376","S2380",250.472075745859,195.766786,"Palearctic",2080033010,"SWE",1.27944111901525
"33","S2472.S2446","S2472","S2446",2268.81761994036,2237.52199,"Palearctic",2080033190,"SWE",1.01398673625566
"34","S2446.S2472","S2446","S2472",2268.81761994036,2237.52199,"Palearctic",2080033190,"SWE",1.01398673625566
"35","S3237.S2679","S3237","S2679",312.504515617143,219.1168331,"Palearctic",2080016960,"ESP",1.42620040275282
"36","S2715.S2709","S2715","S2709",43.5724575033316,43.24369668,"Palearctic",2080033080,"SWE",1.00760251432167
"37","S2709.S2715","S2709","S2715",43.5724575033316,43.24369668,"Palearctic",2080033080,"SWE",1.00760251432167
"38","S2803.S2783","S2803","S2783",1311.63139074361,359.9639506,"Palearctic",2080033080,"SWE",3.64378540839255
"39","S2813.S2783","S2813","S2783",2254.62046935261,865.2978011,"Palearctic",2080033080,"SWE",2.60560059956983
"40","S2785.S2784","S2785","S2784",111.773639125808,49.20240112,"Palearctic",2080032230,"SWE",2.27171106656365
"41","S2784.S2785","S2784","S2785",111.773639125808,49.20240112,"Palearctic",2080032230,"SWE",2.27171106656365
"42","S2783.S2803","S2783","S2803",1311.63139074361,359.9639506,"Palearctic",2080033080,"SWE",3.64378540839255
"43","S2783.S2813","S2783","S2813",2254.62046935261,865.2978011,"Palearctic",2080033080,"SWE",2.60560059956983
"44","S3058.S2992","S3058","S2992",2246.76589223132,2226.842654,"Palearctic",2080053790,"GBR",1.00894685495427
"45","S2992.S3058","S2992","S3058",2246.76589223132,2226.842654,"Palearctic",2080053790,"GBR",1.00894685495427
"46","S3115.S3103","S3115","S3103",515.476465862381,514.4645556,"Palearctic",2080031960,"SWE",1.00196691929768
"47","S3115.S3109","S3115","S3109",285.509754051062,281.9731071,"Palearctic",2080031960,"SWE",1.01254249735883
"48","S3103.S3115","S3103","S3115",515.476465862381,514.4645556,"Palearctic",2080031960,"SWE",1.00196691929768
"49","S3109.S3115","S3109","S3115",285.509754051062,281.9731071,"Palearctic",2080031960,"SWE",1.01254249735883
"50","S3151.S3149","S3151","S3149",890.29096115986,887.7190772,"Palearctic",2080031960,"SWE",1.00289718225722
"51","S3154.S3149","S3154","S3149",193.374399493168,189.7205253,"Palearctic",2080031960,"SWE",1.01925924560556
"52","S3165.S3149","S3165","S3149",3069.8554737054,2752.23657,"Palearctic",2080031960,"SWE",1.11540392536293
"53","S3149.S3151","S3149","S3151",890.29096115986,887.7190772,"Palearctic",2080031960,"SWE",1.00289718225722
"54","S3154.S3151","S3154","S3151",700.981397967688,697.9985519,"Palearctic",2080031960,"SWE",1.00427342730091
"55","S3165.S3151","S3165","S3151",2199.08397006091,1864.517493,"Palearctic",2080031960,"SWE",1.17943863670734
"56","S3149.S3154","S3149","S3154",193.374399493168,189.7205253,"Palearctic",2080031960,"SWE",1.01925924560556
"57","S3151.S3154","S3151","S3154",700.981397967688,697.9985519,"Palearctic",2080031960,"SWE",1.00427342730091
"58","S3165.S3154","S3165","S3154",2876.48350602098,2562.516045,"Palearctic",2080031960,"SWE",1.12252312005367
"59","S3149.S3165","S3149","S3165",3069.8554737054,2752.23657,"Palearctic",2080031960,"SWE",1.11540392536293
"60","S3151.S3165","S3151","S3165",2199.08397006091,1864.517493,"Palearctic",2080031960,"SWE",1.17943863670734
"61","S3154.S3165","S3154","S3165",2876.48350602098,2562.516045,"Palearctic",2080031960,"SWE",1.12252312005367
"62","S3253.S3217","S3253","S3217",1996.02244455187,1993.716838,"Palearctic",2080031960,"SWE",1.00115643631429
"63","S2679.S3237","S2679","S3237",312.504515617143,219.1168331,"Palearctic",2080016960,"ESP",1.42620040275282
"64","S3217.S3253","S3217","S3253",1996.02244455187,1993.716838,"Palearctic",2080031960,"SWE",1.00115643631429
"65","S3346.S3338","S3346","S3338",1507.27575737709,5.913862013,"Palearctic",2080031960,"SWE",254.87164801339
"66","S3338.S3346","S3338","S3346",1507.27575737709,5.913862013,"Palearctic",2080031960,"SWE",254.87164801339
"67","S4441.S3782","S4441","S3782",3034.89903596242,2961.932947,"Palearctic",2080016960,"ESP",1.02463461876688
"68","S5116.S3782","S5116","S3782",4422.25618338902,4198.171167,"Palearctic",2080016960,"ESP",1.05337681754152
"69","S4130.S4129","S4130","S4129",722.25434802041,359.1652194,"Palearctic",2080031750,"SWE",2.01092508129536
"70","S4129.S4130","S4129","S4130",722.25434802041,359.1652194,"Palearctic",2080031750,"SWE",2.01092508129536
"71","S4234.S4223","S4234","S4223",1852.37752797896,1474.698608,"Palearctic",2080031750,"SWE",1.25610583608753
"72","S4239.S4223","S4239","S4223",2547.48217122691,2212.146215,"Palearctic",2080031750,"SWE",1.15158851343238
"73","S4241.S4233","S4241","S4233",1851.10537674321,250.0840723,"Palearctic",2080031750,"SWE",7.40193231707546
"74","S4255.S4233","S4255","S4233",4035.25814493571,3454.358365,"Palearctic",2080031750,"SWE",1.16816430681352
"75","S4265.S4233","S4265","S4233",4880.04152664615,4109.753747,"Palearctic",2080031750,"SWE",1.18742918117866
"76","S4223.S4234","S4223","S4234",1852.37752797896,1474.698608,"Palearctic",2080031750,"SWE",1.25610583608753
"77","S4223.S4239","S4223","S4239",2547.48217122691,2212.146215,"Palearctic",2080031750,"SWE",1.15158851343238
"78","S4233.S4241","S4233","S4241",1851.10537674321,250.0840723,"Palearctic",2080031750,"SWE",7.40193231707546
"79","S4265.S4241","S4265","S4241",4090.89467534136,3859.669675,"Palearctic",2080031750,"SWE",1.05990797653982
"80","S4248.S4244","S4248","S4244",1659.12073703272,1120.163786,"Palearctic",2080031750,"SWE",1.48114120253546
"81","S4244.S4248","S4244","S4248",1659.12073703272,1120.163786,"Palearctic",2080031750,"SWE",1.48114120253546
"82","S4233.S4255","S4233","S4255",4035.25814493571,3454.358365,"Palearctic",2080031750,"SWE",1.16816430681352
"83","S4265.S4255","S4265","S4255",955.915179060941,655.3953818,"Palearctic",2080031750,"SWE",1.45853206416497
"84","S4233.S4265","S4233","S4265",4880.04152664615,4109.753747,"Palearctic",2080031750,"SWE",1.18742918117866
"85","S4241.S4265","S4241","S4265",4090.89467534136,3859.669675,"Palearctic",2080031750,"SWE",1.05990797653982
"86","S4255.S4265","S4255","S4265",955.915179060941,655.3953818,"Palearctic",2080031750,"SWE",1.45853206416497
"87","S4284.S4283","S4284","S4283",158.530364138656,0,"Palearctic",2080031750,"SWE",Inf
"88","S4291.S4283","S4291","S4283",538.454727443009,211.5367259,"Palearctic",2080031750,"SWE",2.5454432328576
"89","S4283.S4284","S4283","S4284",158.530364138656,0,"Palearctic",2080031750,"SWE",Inf
"90","S4291.S4284","S4291","S4284",380.287783793204,211.5367259,"Palearctic",2080031750,"SWE",1.79773881899344
"91","S4283.S4291","S4283","S4291",538.454727443009,211.5367259,"Palearctic",2080031750,"SWE",2.5454432328576
"92","S4284.S4291","S4284","S4291",380.287783793204,211.5367259,"Palearctic",2080031750,"SWE",1.79773881899344
"93","S3782.S4441","S3782","S4441",3034.89903596242,2961.932947,"Palearctic",2080016960,"ESP",1.02463461876688
"94","S5116.S4441","S5116","S4441",1388.26679078848,1236.23822,"Palearctic",2080016960,"ESP",1.12297675992292
"95","S491.S469","S491","S469",904.527383201283,874.7317853,"Palearctic",2080032600,"SWE",1.03406255311857
"96","S4734.S4732","S4734","S4732",761.292425345304,615.5942844,"Palearctic",2080033320,"SWE",1.23667883967979
"97","S4739.S4732","S4739","S4732",1189.91120915346,1135.01982,"Palearctic",2080033320,"SWE",1.0483616128866
"98","S4732.S4734","S4732","S4734",761.292425345304,615.5942844,"Palearctic",2080033320,"SWE",1.23667883967979
"99","S4732.S4739","S4732","S4739",1189.91120915346,1135.01982,"Palearctic",2080033320,"SWE",1.0483616128866
"100","S469.S491","S469","S491",904.527383201283,874.7317853,"Palearctic",2080032600,"SWE",1.03406255311857
"101","S3782.S5116","S3782","S5116",4422.25618338902,4198.171167,"Palearctic",2080016960,"ESP",1.05337681754152
"102","S4441.S5116","S4441","S5116",1388.26679078848,1236.23822,"Palearctic",2080016960,"ESP",1.12297675992292
"103","S561.S517","S561","S517",1167.49418152952,1150.017059,"Palearctic",2080032600,"SWE",1.01519727241674
"104","S5267.S5226","S5267","S5226",4565.40485167485,4560.180418,"Palearctic",2080031740,"SWE",1.00114566381063
"105","S5267.S5241","S5267","S5241",4065.62762564675,3981.221653,"Palearctic",2080031740,"SWE",1.02120102320431
"106","S5263.S5258","S5263","S5258",1562.68857138921,1239.940398,"Palearctic",2080031740,"SWE",1.26029329628246
"107","S5267.S5258","S5267","S5258",1605.94326928531,1127.805304,"Palearctic",2080031740,"SWE",1.42395435062195
"108","S5258.S5263","S5258","S5263",1562.68857138921,1239.940398,"Palearctic",2080031740,"SWE",1.26029329628246
"109","S5267.S5263","S5267","S5263",120.699225776731,112.1350943,"Palearctic",2080031740,"SWE",1.07637333816137
"110","S5226.S5267","S5226","S5267",4565.40485167485,4560.180418,"Palearctic",2080031740,"SWE",1.00114566381063
"111","S5241.S5267","S5241","S5267",4065.62762564675,3981.221653,"Palearctic",2080031740,"SWE",1.02120102320431
"112","S5258.S5267","S5258","S5267",1605.94326928531,1127.805304,"Palearctic",2080031740,"SWE",1.42395435062195
"113","S5263.S5267","S5263","S5267",120.699225776731,112.1350943,"Palearctic",2080031740,"SWE",1.07637333816137
"114","S5336.S5332","S5336","S5332",503.230661262732,483.7044014,"Palearctic",2080033320,"SWE",1.04036816660385
"115","S5332.S5336","S5332","S5336",503.230661262732,483.7044014,"Palearctic",2080033320,"SWE",1.04036816660385
"116","S517.S561","S517","S561",1167.49418152952,1150.017059,"Palearctic",2080032600,"SWE",1.01519727241674
"117","S5804.S5795","S5804","S5795",2039.70801034568,1944.758018,"Palearctic",2080033320,"SWE",1.04882355103661
"118","S5795.S5804","S5795","S5804",2039.70801034568,1944.758018,"Palearctic",2080033320,"SWE",1.04882355103661
"119","S660.S592","S660","S592",4334.50733770973,4036.130206,"Palearctic",2080032670,"SWE",1.07392653766872
"120","S660.S609","S660","S609",2403.56055217481,2088.175061,"Palearctic",2080032670,"SWE",1.15103402825996
"121","S592.S660","S592","S660",4334.50733770973,4036.130206,"Palearctic",2080032670,"SWE",1.07392653766872
"122","S609.S660","S609","S660",2403.56055217481,2088.175061,"Palearctic",2080032670,"SWE",1.15103402825996
"123","S678.S666","S678","S666",223.427338906648,180.4484342,"Palearctic",2080032600,"SWE",1.23817831890418
"124","S666.S678","S666","S678",223.427338906648,180.4484342,"Palearctic",2080032600,"SWE",1.23817831890418
"125","S6791.S6785","S6791","S6785",3326.56163212851,3035.515155,"Palearctic",2080030710,"SWE",1.09588042301456
"126","S6798.S6785","S6798","S6785",5641.06122768623,4609.881411,"Palearctic",2080030710,"SWE",1.22368901165779
"127","S6785.S6791","S6785","S6791",3326.56163212851,3035.515155,"Palearctic",2080030710,"SWE",1.09588042301456
"128","S6796.S6793","S6796","S6793",1815.20547147776,1671.15889,"Palearctic",2080030710,"SWE",1.08619562289362
"129","S6797.S6793","S6797","S6793",1905.85170427766,1759.601863,"Palearctic",2080030710,"SWE",1.083115302588
"130","S6798.S6795","S6798","S6795",1364.28082320847,0,"Palearctic",2080030710,"SWE",Inf
"131","S6793.S6796","S6793","S6796",1815.20547147776,1671.15889,"Palearctic",2080030710,"SWE",1.08619562289362
"132","S6797.S6796","S6797","S6796",91.5105429039584,88.44297315,"Palearctic",2080030710,"SWE",1.03468415459932
"133","S6793.S6797","S6793","S6797",1905.85170427766,1759.601863,"Palearctic",2080030710,"SWE",1.083115302588
"134","S6796.S6797","S6796","S6797",91.5105429039584,88.44297315,"Palearctic",2080030710,"SWE",1.03468415459932
"135","S6785.S6798","S6785","S6798",5641.06122768623,4609.881411,"Palearctic",2080030710,"SWE",1.22368901165779
"136","S6795.S6798","S6795","S6798",1364.28082320847,0,"Palearctic",2080030710,"SWE",Inf
"137","S6809.S6801","S6809","S6801",3997.85681027247,3859.00676,"Palearctic",2080030660,"SWE",1.03598077404572
"138","S6812.S6801","S6812","S6801",5371.83953383116,5008.465628,"Palearctic",2080030660,"SWE",1.07255194161655
"139","S6817.S6801","S6817","S6801",6302.81703771091,5783.976745,"Palearctic",2080030660,"SWE",1.08970303920385
"140","S6801.S6809","S6801","S6809",3997.85681027247,3859.00676,"Palearctic",2080030660,"SWE",1.03598077404572
"141","S6812.S6809","S6812","S6809",1440.19926164666,1149.458868,"Palearctic",2080030660,"SWE",1.25293675288489
"142","S6817.S6809","S6817","S6809",2481.7096213765,1948.395336,"Palearctic",2080030660,"SWE",1.27371975056735
"143","S6811.S6810","S6811","S6810",206.26405045881,46.30867659,"Palearctic",2080030760,"SWE",4.45411239636573
"144","S6810.S6811","S6810","S6811",206.26405045881,46.30867659,"Palearctic",2080030760,"SWE",4.45411239636573
"145","S6801.S6812","S6801","S6812",5371.83953383116,5008.465628,"Palearctic",2080030660,"SWE",1.07255194161655
"146","S6809.S6812","S6809","S6812",1440.19926164666,1149.458868,"Palearctic",2080030660,"SWE",1.25293675288489
"147","S6821.S6816","S6821","S6816",2864.09703317749,1930.591633,"Palearctic",2080030710,"SWE",1.48353332948351
"148","S6801.S6817","S6801","S6817",6302.81703771091,5783.976745,"Palearctic",2080030660,"SWE",1.08970303920385
"149","S6809.S6817","S6809","S6817",2481.7096213765,1948.395336,"Palearctic",2080030660,"SWE",1.27371975056735
"150","S6816.S6821","S6816","S6821",2864.09703317749,1930.591633,"Palearctic",2080030710,"SWE",1.48353332948351
"151","S6837.S6833","S6837","S6833",1590.16178712576,60.08114795,"Palearctic",2080030660,"SWE",26.4669008729511
"152","S6840.S6833","S6840","S6833",2450.57842571613,2371.782041,"Palearctic",2080030660,"SWE",1.03322243922671
"153","S6842.S6833","S6842","S6833",2199.97615095535,1559.906749,"Palearctic",2080030660,"SWE",1.41032542641775
"154","S6844.S6833","S6844","S6833",3013.6544792916,2629.990536,"Palearctic",2080030660,"SWE",1.14588035129401
"155","S6833.S6837","S6833","S6837",1590.16178712576,60.08114795,"Palearctic",2080030660,"SWE",26.4669008729511
"156","S6840.S6837","S6840","S6837",3080.34069199496,2311.700893,"Palearctic",2080030660,"SWE",1.33249967646007
"157","S6841.S6837","S6841","S6837",2363.07341538696,2052.181392,"Palearctic",2080030660,"SWE",1.15149344234331
"158","S6833.S6840","S6833","S6840",2450.57842571613,2371.782041,"Palearctic",2080030660,"SWE",1.03322243922671
"159","S6837.S6840","S6837","S6840",3080.34069199496,2311.700893,"Palearctic",2080030660,"SWE",1.33249967646007
"160","S6841.S6840","S6841","S6840",755.778492196484,259.5195011,"Palearctic",2080030660,"SWE",2.91222235320675
"161","S6842.S6840","S6842","S6840",2744.47016544379,811.8752922,"Palearctic",2080030660,"SWE",3.38040853294956
